rating_stars,comment_text,review_date,product_id,customer_id,cluster_id,cluster_name,processing_status,processor_id,updated_at,id
4,"Hang chat luong tam duoc , gia tot.  dong goi ky ,, ok .",2024-09-18 04:43:44,4,13,,,ProcessingStatus.PENDING,,,11
1,"Hạt đen và mốc rất nhiều, ăn được mấy hột bỏ luôn.
Chán thiệt ...
Shop bán hàng k có tâm.",2022-09-11 15:08:49,4,14,,,ProcessingStatus.PENDING,,,12
5,Đóng gói cẩn thận giao hàng nhanh.. nhìn ok nhưng chưa ăn nên chưa bt sao ạ. Ngon sẽ ủng hộ shop,2022-11-08 10:13:39,5,16,,,ProcessingStatus.PENDING,,,13
5,Đậu phộng ngon,2026-06-16 17:35:29,7,19,,,ProcessingStatus.PENDING,,,14
3,"Ghi bao bì ít dầu mỡ mà luộc với nước xong cạn nước để lại lớp dầu nhiều hơn các loại khác. Vị cũng ok nhưng sẽ k mua lại do nhiều dầu quá ăn ngấy, ấn nhẹ một cái là dầu chảy ra quá nhiều",2021-10-21 02:01:51,6,22,,,ProcessingStatus.PENDING,,,15
5,Good,2021-10-23 15:17:56,6,23,,,ProcessingStatus.PENDING,,,16
3,Không ngon lắm ( ý kiến riêng),2023-09-14 14:51:27,6,24,,,ProcessingStatus.PENDING,,,17
3,"Giao hàng siêu tốc chưa đầy 24 tiếng ở xa 600km đã nhận. Hộp đẹp, sắp xếp hạt khéo léo 2 lớp là đầy mỗi hộp trông rất bắt mắt. Hạt to trà bá luôn. Giòn béo. Độ mặn vừa phải. Tiếc là lột vỏ hay bị vỡ nát không còn nguyên hột, tỉ lệ vở nát là 50/50. Điều đáng tiếc nữa là nắp hộp không có gai vặn kín, cũng không chụp lại cho kín được, chênh vênh. Nắp quá rộng hơn hộp nên khui ra phải ăn nhanh 500g cho hết hoặc trút ra cái bì khác cất kẻo hở gió dai nhách liền. Bất tiện và kém sang. Trừ 2 sao.",2022-11-17 16:12:46,8,25,,,ProcessingStatus.PENDING,,,18
1,"Công ty này đã *** lọc khách hàng một cách trắng trợn trong suốt thời gian qua. Một điều lạ là không một ai phàn nàn, vạch mặt chiêu trò *** bịp này. Mua 500g hạt điều, nhận được 300g !!! Trên hộp ghi rõ ràng là khối lượng tịnh 500g,  nhưng khi cân nguyên hộp thì chỉ nặng 503g.  Cân hộp không nặng 201g. Trả tiền cho 500g, nhận được 300g hạt điều và 200g cái hộp. Một mua không trở lại... không cho sao nào, nhưng đành phải bấm 1 sao  vì Tiki không cho gửi đánh giá .",2023-08-04 10:26:51,8,26,,,ProcessingStatus.PENDING,,,19
1,"80% hạt điều lép, mốc. Ăn được mấy hạt, còn lại bỏ gần hết. Buôn bán ***. Cạch sản phẩm Tân Lộc Phát",2025-12-27 22:19:08,8,27,,,ProcessingStatus.PENDING,,,20
3,Đóng hàng thiếu không đủ 1 kg mưa combo 2 hộp 500g mà mình cân đc 880g buồn mất lòng tin còn hạt thì nhìn chung to ngon xếp đẹp . mình định mua thêm những phải cân nhắc lại vì đóng thiếu thành ra quá đắt!,2023-01-03 19:40:10,8,28,,,ProcessingStatus.PENDING,,,21
1,Cực kỳ dở tệ bà con chú ý sản phẩm này nó bán vỏ hộp ăn tiền rao bán 500 g hạt điều mà cái vỏ hết 234 g rồi,2023-11-25 16:05:23,8,29,,,ProcessingStatus.PENDING,,,22
3,"Đậu còn hư, có hạt đắng, chưa hài lòng",2024-05-10 17:11:12,9,31,,,ProcessingStatus.PENDING,,,23
5,Ok,2024-07-21 07:30:07,9,10,,,ProcessingStatus.PENDING,,,24
5,"vừa mở ăn thử, giòn thơm vị vừa ăn, mình quá hài lòng luôn",2022-12-06 10:40:44,11,34,,,ProcessingStatus.PENDING,,,25
2,Giao không đúng hàng tôi đã chọn,2022-11-04 11:04:28,11,35,,,ProcessingStatus.PENDING,,,26
5,"Gạo ăn giòn, không dùng dầu mỡ nên ko bị ngấy. Rong biển được nêm vừa vặn, giao hàng nhanh, đóng gói rất cẩn thận. 5 sao cho shop.",2021-06-10 20:51:39,11,36,,,ProcessingStatus.PENDING,,,27
5,"trái đều, ăn ngọt",2025-01-15 14:51:47,12,38,,,ProcessingStatus.PENDING,,,28
1,Không 1 cuộc gọi mà tự động chuyển đơn hàng sang trạng thái hẹn giao trong khi khách đang cần gấp đặt giao now phí vận chuyển cao,2024-09-05 15:49:32,14,39,,,ProcessingStatus.PENDING,,,29
5,Rất đáng mua,2024-09-19 17:05:15,14,40,,,ProcessingStatus.PENDING,,,30
4,"Hạt giòn nhưng không thơm, đóng gói kỹ, chắc chắn",2024-02-15 13:19:40,14,42,,,ProcessingStatus.PENDING,,,31
5,"Tặng bạn đến 5 triệu đồng khi mời bạn mới thành công
Trở thành Đại sứ Octo ngay hôm nay và nhận đến 5 triệu đồng khi giới thiệu bạn mới đăng ký Tài khoản thanh toán, Thẻ ghi nợ CIMB Visa Debit hoặc Thẻ trả trước định danh CIMB Visa OctoFast

Thời gian khuyến mãi
Từ ngày 01/07/2024 đến ngày 31/12/2024 hoặc đến khi hết ngân sách cho Chương trình, tùy điều kiện nào đến trước.

Sản phẩm áp dụng
Tài khoản thanh toán (Spend Account), Thẻ ghi nợ CIMB Visa Debit (Thẻ CIMB Visa Debit) và Thẻ Trả trước định danh CIMB OctoFast (Thẻ CIMB Visa OctoFast) trên kênh Ngân hàng số OCTO by CIMB. Không áp dụng đối với sản phẩm đăng ký qua kênh đối tác.

Tài khoản thanh toán (Spend Account), Thẻ ghi nợ CIMB Visa Debit (Thẻ CIMB Visa Debit) và Thẻ Trả trước định danh CIMB OctoFast (Thẻ CIMB Visa OctoFast) trên kênh Ngân hàng số OCTO by CIMB. Không áp dụng đối với sản phẩm đăng ký qua kênh đối tác.

Đối tượng áp dụng
Đối với Người giới thiệu: Là Khách hàng cá nhân hiện hữu là chủ Tài khoản Spend Account, Thẻ CIMB Visa Debit, Thẻ CIMB Visa Octofast hoặc thẻ Tín dụng CIMB.
Đối với Người được giới thiệu: Người được giới thiệu phải là khách hàng mới, chưa sử dụng bất kỳ sản phẩm nào tại CIMB. Không áp dụng đối với khách hàng đăng ký tài khoản và Thẻ qua kênh đối tác.
Cách thức Chia sẻ Mã giới thiệu
Bước 1
Đăng nhập ứng dụng Octo

Bước 2
Chọn “Thiết lập” ở góc dưới bên phải màn hình

Bước 3
Chọn “Giới thiệu bạn” và Chia sẻ Mã giới thiệu của mình đến người thân, bạn bè

Thể lệ chương trình
Trả thưởng bằng tiền mặt vào tài khoản thanh toán (Spend Account) của Người Giới Thiệu và Người Được Giới Thiệu như sau:

 

a) Đối với sản phẩm Tài khoản thanh toán

Dành cho Người giới thiệu:
Tặng 50.000VNĐ cho mỗi lượt giới thiệu thành công khách hàng mới mở Tài khoản thanh toán (Spend Account) và Người được giới thiệu thực hiện ít nhất một giao dịch thành công và có tổng giá trị giao dịch từ 30.000 VNĐ (không áp dụng với giao dịch rút, chuyển tiền) trên Tài khoản thanh toán/Thẻ CIMB Visa Debit mới mở trong vòng 30 ngày kể từ ngày mở tài khoản
Dành cho Người được giới thiệu:

Tặng 50.000 VNĐ khi khách hàng kích hoạt Tài khoản thanh toán và có ít nhất một giao dịch thành công và có tổng giá trị giao dịch từ 30.000 VNĐ (không áp dụng với giao dịch rút, chuyển tiền) trên tài khoản trong 30 ngày kể từ ngày mở tài khoản.
 

b) Đối với sản phẩm Thẻ Trả trước định danh CIMB OctoFast

Dành cho Người giới thiệu:
Tặng 30.000VNĐ cho mỗi lượt giới thiệu thành công (*) khách hàng mới mở Thẻ CIMB Visa OctoFast và Người được giới thiệu thực hiện ít nhất một giao dịch thành công và có tổng giá trị giao dịch từ 30.000 VNĐ trên Thẻ CIMB Visa OctoFast mới mở trong vòng 30 ngày kể từ ngày kích hoạt thẻ;
Dành cho Người được giới thiệu:

Tặng 30.000VNĐ khi khách hàng kích hoạt Thẻ CIMB Visa OctoFast và có ít nhất một giao dịch thành công và có tổng giá trị giao dịch từ 30.000 VNĐ trên thẻ trong 30 ngày kể từ ngày kích hoạt Thẻ.
 

c) Tặng thưởng thêm trên số lượng giới thiệu thành công

Tặng thêm 1*** VND cho mỗi mốc đạt đủ số lượt giới thiệu thành công khách hàng mới mở Tài khoản thanh toán và/hoặc Thẻ OctoFast là bội số 10 (ví dụ 10 lượt, 20 lượt, 30 lượt, 40 lượt...) và Người được giới thiệu thỏa điều kiện giao dịch theo chương trình.
 

(*) Lượt giới thiệu thành công
Một lượt giới thiệu mở thẻ được xem là thành công khi:

Người được giới thiệu nhập mã giới thiệu hợp lệ của Người giới thiệu trong khi thực hiện quy trình mở Tài khoản thanh toán/Thẻ CIMB Visa Debit hoặc Thẻ Visa OctoFast;
Người được giới thiệu đăng ký mở tài khoản qua ứng dụng Octo by CIMB và mở Tài khoản thanh toán/Thẻ CIMB Visa Debit / thẻ Visa Octofast thành công và đáp ứng thể lệ của chương trình;
Mã giới thiệu hợp lệ là dãy ký tự được gán mặc định cho từng khách hàng trong mục “Giới thiệu bạn” trên ứng dụng Octo by CIMB và được hệ thống của CIMB chấp nhận;
Người được giới thiệu phải là khách hàng mới, chưa sử dụng bất kỳ sản phẩm nào tại CIMB. Không áp dụng đối với khách hàng đăng ký tài khoản và Thẻ qua kênh đối tác.
Mỗi Người giới thiệu đáp ứng đầy đủ điều khoản và điều kiện của Chương trình sẽ được nhận thưởng theo quy định với tổng mức thưởng tối đa không vượt quá 5.***VNĐ/Người giới thiệu.
Điều khoản & Điều kiện chương trình nhập mã 2424Z6u2 ở mục giới thiệu để hưởng trọn vẹn tất cả các ưu đãi",2024-07-22 21:03:54,16,7,,,ProcessingStatus.PENDING,,,32
5,"Khô gà thơm ngon ko có mùi tanh, ăn hết sẽ quay lại mua tiếp",2024-10-07 19:55:29,16,48,,,ProcessingStatus.PENDING,,,33
1,Hàng dỏm quá tệ.không sai dk,2025-07-23 19:51:40,16,49,,,ProcessingStatus.PENDING,,,34
5,"Ok
Không ngọt lắm",2026-07-17 15:45:18,17,50,,,ProcessingStatus.PENDING,,,35
1,"QUẢNG CÁO THÌ LÀ LOẠI CÒN VỎ ,GIAO KHÁCH HÀNG THÌ 90% đã bóc vỏ,buôn bán không thành thật, chia tay",2022-02-28 17:29:01,18,55,,,ProcessingStatus.PENDING,,,36
2,hạt đợt này hơi có mùi. Không ngon như mình mua lần trước. Sẽ xem xét có nên mua lại không.,2022-07-12 12:01:54,18,56,,,ProcessingStatus.PENDING,,,37
3,"Không giống quảng cáo, chủ yếu là yến mạch",2025-12-05 14:51:36,20,62,,,ProcessingStatus.PENDING,,,38
1,Granola ngũ cốc mà cứ tưởng mớ mứt bán ế hồi tết hoặc ăn không hết giờ bỏ vô cho khách ăn chứ. Ăn với sữa chua không đường mà vẫn thấy ngọt cực gắt. Còn ngũ cốc là gì nhỉ? Thấy chỉ có yến mạch thôi còn lại là ít hạt bí xanh với toàn mứt,2023-06-03 07:59:43,20,63,,,ProcessingStatus.PENDING,,,39
4,"Hạt khô giòn, ko mốc, ko ỉu, trái cây sấy khá ổn, chưa thử loại khác nên ko so sánh đc, sẽ tiếp tục ủng hộ.",2023-06-10 12:33:14,20,64,,,ProcessingStatus.PENDING,,,40
4,"đậu phộng vừa vị, chút béo, chút mặn, bùi bùi cùng cơm trắng ấm bụng.",2023-09-02 12:48:21,20,65,,,ProcessingStatus.PENDING,,,41
3,"Hạt cắn bể hết, lâu lâu ăn phải vài hạt bị hôi.",2025-11-07 07:08:03,21,68,,,ProcessingStatus.PENDING,,,42
5,"Giao nhanh, sản phẩm chất lượng cho shop 5 sao",2024-10-07 19:54:20,21,48,,,ProcessingStatus.PENDING,,,43
3,Shop giao thiếu 1 hạt dưa 500g,2024-02-07 17:26:00,21,69,,,ProcessingStatus.PENDING,,,44
5,Hạt giòn béo,2023-12-13 16:04:07,21,70,,,ProcessingStatus.PENDING,,,45
5,"Hàng rất ok ,ngon",2024-08-22 21:46:22,23,71,,,ProcessingStatus.PENDING,,,46
5,"Hủ trong hình là mình đã ăn được phân nửa miếng rồi ấy ạ chứ hủ 150g cũng vừa phải, tiện cho nhu cầu ăn vặt của mỗi người. Về độ ngon của món này thì trên cả tuyệt vời. Thịt có vị the của ớt hoà quyện với độ ngọt tự nhiên của thịt thì quá là đỉnh luôn ạ😍❤️👍",2023-02-28 23:42:31,24,73,,,ProcessingStatus.PENDING,,,47
5,an rat ngon .... Thanks Tiki shop,2021-11-19 09:58:00,24,76,,,ProcessingStatus.PENDING,,,48
1,"sao k giống hình vậy , shop làm e thất vọng.",2021-08-21 16:01:30,24,77,,,ProcessingStatus.PENDING,,,49
5,"Sản phẩm phù hợp với giá tiền
Ké tí : Tinh dầu Tràm Trà nguyên chất Huế Royal chiết xuất từ lá tràm trà, 100% thiên nhiên. Dùng để xông nhà thơm, chống ẩm mốc. Phòng ngừa ho, cảm, các bệnh ngoài da cho trẻ nhỏ, kháng khuẩn, trị các bệnh ngoài da. Nhiều công dụng khác nhau. 100% từ thiên nhiên. Không hóa chất bảo quản.Bán trực tiếp: ***",2022-03-09 14:33:17,26,78,,,ProcessingStatus.PENDING,,,50
5,"Lần đầu săn hàng bên shop, hạt thơm giòn chất lượng sẽ quay lại sử dụng sản phẩm khác của shop",2024-10-07 19:56:32,26,48,,,ProcessingStatus.PENDING,,,51
5,Chất lượng tốt,2024-04-04 19:02:13,31,81,,,ProcessingStatus.PENDING,,,52
4,đóng gói ổn. giao hàng nhanh. nhưng mà ko có cay @.@ vị hơi ngọt so với khẩu vị nhà hay ăn. Sợi không tơi ra như hình shop chụp 🤣,2021-08-05 13:53:23,31,84,,,ProcessingStatus.PENDING,,,53
5,"Sản phẩm giao nhanh hơn dự kiến và đóng gói cẩn thận. Bạn nào dùng nhiều thì mua dạng combo, giá okela hơn nhiều á. Cảm ơn shop và tiki nhiều nhen.",2021-09-21 15:48:30,31,85,,,ProcessingStatus.PENDING,,,54
4,"Hương vị thơm ngon, nhưng vẫn chưa dẻo lắm, chỉ là cắt lát mỏng, vị chua chua ngọt ngọt, không ngọt giống như khi ăn xoài cát Hòa Lộc chín cây. Thích hợp cho những người thích chua chua ngọt ngọt. Ai thích ngọt sẽ chê đấy hihihi 🤭",2023-06-19 22:03:45,32,86,,,ProcessingStatus.PENDING,,,55
5,Ngon nha,2024-08-05 21:26:26,33,90,,,ProcessingStatus.PENDING,,,56
5,Sản phẩm dùng được. Thích sản phẩm. Cám ơn đã giao hàng.,2025-08-16 13:24:07,34,92,,,ProcessingStatus.PENDING,,,57
3,"Khô không ngon,không đc giòn và mặn",2025-07-29 17:51:34,35,93,,,ProcessingStatus.PENDING,,,58
5,Sản phẩm dùng tốt.,2024-08-10 20:21:20,35,92,,,ProcessingStatus.PENDING,,,59
4,"Hộp chỉ quấn băng dính không khí vào, khô gà ẩm",2022-08-14 15:09:14,35,96,,,ProcessingStatus.PENDING,,,60
1,"Lạp xưởng quá ngọt

 Ận xha. Hbshab hx",2024-12-31 15:14:01,36,98,,,ProcessingStatus.PENDING,,,61
1,"GIAO HÀNG THIẾU. Đặt 1kg, giao nữa kg. Đây là lần đầu đặt hàng qua tiki gặp tình trạng này. Mình thấy một số bạn cũng bị tình trạng tương tự trước khi đặt, chỉ nghỉ do sơ suất nhỏ. Thất vọng với nhà cung cấp Tân Lộc Phát.",2021-07-20 07:00:18,36,99,,,ProcessingStatus.PENDING,,,62
5,"Mình rất bất ngờ về tốc độ giao hàng của Tiki thời gian gần đây. Mặc dù đang dịch nhưng chỉ 3 ngày đã nhận được hàng ở HN. Lạp xưởng ăn rất ngon, tuy nhiên hơi ngọt một chút. Mình dùng nồi chiên ko dầu rán sơ qua nên rất dễ chế biến.",2021-08-14 01:11:03,36,100,,,ProcessingStatus.PENDING,,,63
5,phạt mức án 30 năm tù và bồi thường hơn 18.000 tỷ đồng liên quan xảy ra tại TrustBank nhưng vì lý do sức khỏe nên bà này chưa thể thi hành án và đã qua đời.,2023-02-15 11:17:23,37,101,,,ProcessingStatus.PENDING,,,64
3,"Do mình nhìn ko kỹ, khối lượng chỉ có 100g mà giá hơn 30k bên trong ít nhân, hộp ngắn tủn, mn bên cân nhắc",2021-09-21 21:54:05,37,102,,,ProcessingStatus.PENDING,,,65
3,Rong biển hơi ít so với lần trước mình mua.,2022-07-25 11:46:39,37,103,,,ProcessingStatus.PENDING,,,66
5,"Chưa ăn, nhưng thấy đóng gói cẩn thận, chắc là ngon",2022-11-05 15:11:59,37,104,,,ProcessingStatus.PENDING,,,67
5,"Có món nầy, rắc ăn với cơm trắng khi nhà hết đồ ăn
vừa gọn vừa đủ dinh dưỡng
Để lâu được, khỏi phải chế biến lâu",2021-09-25 19:24:07,37,8,,,ProcessingStatus.PENDING,,,68
5,Thank you so much. I received the item on time and in excellent condition. Hope to buy more from you next time.,2026-03-20 12:13:31,39,105,,,ProcessingStatus.PENDING,,,69
4,Bị ỉu khi nhận hàng,2025-07-24 18:23:19,39,106,,,ProcessingStatus.PENDING,,,70
1,Ăn không ngon  không thơm,2023-07-23 14:43:08,39,109,,,ProcessingStatus.PENDING,,,71
1,Sản phẩm rất tệ. Có mùi gắt dầu và mềm như để lâu ngày dù còn niêm màng nhôm và hạn sử dụng. Không thể sử dụng được phải bỏ đi. Lần đầu tiên mua hàng Tiki mà thất vọng như vậy.,2020-08-10 22:38:31,40,110,,,ProcessingStatus.PENDING,,,72
4,"Mình đặt hủ đậu phộng 35k chung với một số món khác. Đặt giao tiêu chuẩn(miễn phí). Sau đó Tiki giao nhiều đợt, lần đó giao đúng 1 món này tính 41k(tự tính phí 6k). Dù ko nhiều nhưng tách ra giao vậy có những món khách không nhớ giá mà cứ tính lên vậy sẽ làm giảm uy tín của Tiki.
Mình đặt rất rất nhiều trên Tiki, ko nhớ nổi giá lúc đặt và lúc giao. Mình sẽ để ý và phản hồi tiếp.",2020-04-18 23:31:10,40,111,,,ProcessingStatus.PENDING,,,73
5,"ngon và giòn, ăn khá ngon, thèm lâu rồi mà xung quanh toàn bán loại có tỏi ớt, mình ghét cay!",2022-07-12 19:31:14,40,112,,,ProcessingStatus.PENDING,,,74
4,"Rong biển ko giòn mềm, hơi dai. Tạm được chứ không ngon bằng một số loại mình mua ngoài siêu thị. Có vị cay nhẹ nên ko cho bé ăn được.
Đóng gói và bao bì đẹp",2020-08-12 13:09:59,42,115,,,ProcessingStatus.PENDING,,,75
5,ngon,2022-01-06 09:14:03,42,117,,,ProcessingStatus.PENDING,,,76
4,good,2022-05-17 00:58:03,42,118,,,ProcessingStatus.PENDING,,,77
4,Ngon. Ăn hết trong vòng nửa nốt nhạc,2021-06-02 10:45:35,42,119,,,ProcessingStatus.PENDING,,,78
2,"Ship sai đơn, cả 2 lần. Còn ai dám sử dụng dịch vụ, nhất là lúc cần để đem biếu",2023-01-03 15:10:56,43,120,,,ProcessingStatus.PENDING,,,79
1,mong phản hồi sớm để gửi lại sản phẩm ạ.,2020-11-19 14:23:33,43,123,,,ProcessingStatus.PENDING,,,80
5,"nhìn cách đóng gói là yên tâm hơn! Gà ngon nh hơi khô nên ăn bị mỏi răng , còn bò thì m chưa ăn nên ko biết ntn. Nói chung là ok",2021-02-05 21:08:33,44,124,,,ProcessingStatus.PENDING,,,81
1,"Mình đã đặt 2 combo và thanh toán trước, lúc giao mình mở thùng hàng thì chỉ có 1 combo. Yêu cầu hỗ trợ từ tiki thì báo sau 24h sẽ phản hồi lại, nhưng 1 ngày rưỡi rồi mà cả phản hồi cũng không thấy đâu!",2021-10-03 16:14:25,44,125,,,ProcessingStatus.PENDING,,,82
5,"Sản phẩm chất lượng vừa ăn, đã mua rất nhiều lần và sẽ tiếp tục ủng hộ shop",2022-06-30 22:09:39,44,127,,,ProcessingStatus.PENDING,,,83
5,đợt này mua chưa ăn thử với mua cho nên ko biết ntn,2022-04-01 12:14:49,44,128,,,ProcessingStatus.PENDING,,,84
5,Hữu dụng,2026-05-09 14:04:20,48,133,,,ProcessingStatus.PENDING,,,85
1,Khô bò không có sợi .chỉ toàn bột.,2024-03-17 14:22:08,49,139,,,ProcessingStatus.PENDING,,,86
5,Ngon lắm nhé,2024-10-18 19:25:24,50,140,,,ProcessingStatus.PENDING,,,87
5,dep dep ok nhé,2022-04-26 12:37:21,50,141,,,ProcessingStatus.PENDING,,,88
5,lần trước mua hạt tốt. lần này mua 2 bịch quá tệ...,2023-10-15 20:10:43,51,144,,,ProcessingStatus.PENDING,,,89
1,Hạt óc *** bị mốc. Kém chất lượng,2021-11-12 19:56:03,51,145,,,ProcessingStatus.PENDING,,,90
3,sản phẩm đóng gói cẩn thận . ăn tốt sức khỏe.,2021-10-17 10:36:20,51,146,,,ProcessingStatus.PENDING,,,91
4,"hạt dẻ thơm bùi, hơi mặn 1 tí so với khẩu vị của mình",2021-12-09 18:24:02,52,149,,,ProcessingStatus.PENDING,,,92
